OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
theta_p_95	12.0	8.0	5.0	24.0	11.0	1.0	18.0	20.0	7.0	9.0	18.0	7.0	22.0	10.0	35.0	8.0	12.0	131.0	23.0	31.0	21.0	20.0	9.0	21.0	1.0	30.0	46.0	13.0	6.0	35.0	16.0	1.0	12.0	8.0	15.0	30.0	2.0	28.0	5.0	1.0	3.0	40.0	13.0	2.0	21.0	31.0	35.0	28.0	0.0	13.0	5.0	0.0	15.0	4.0	9.0	3.0	2.0	9.0	23.0	11.0	11.0	6.0	3.0	8.0	8.0	19.0	2.0	29.0	0.0	11.0	38.0	18.0	1.0	77.0	13.0	12.0	11.0	2.0	3.0	14.0	25.0	48.0	2.0	3.0	38.0	40.0	17.0	11.0	6.0	4.0	2.0	13.0	1.0	25.0	21.0	7.0	9.0	3.0	88.0	7.0
theta_p_96	0.0	14.0	40.0	16.0	12.0	25.0	32.0	5.0	16.0	13.0	49.0	6.0	5.0	11.0	6.0	7.0	31.0	16.0	31.0	15.0	33.0	32.0	8.0	13.0	3.0	8.0	19.0	29.0	13.0	12.0	16.0	21.0	28.0	10.0	2.0	0.0	19.0	10.0	16.0	10.0	7.0	40.0	64.0	7.0	7.0	28.0	4.0	117.0	13.0	5.0	21.0	7.0	3.0	20.0	70.0	28.0	21.0	7.0	5.0	16.0	7.0	14.0	18.0	6.0	15.0	4.0	81.0	24.0	23.0	3.0	3.0	16.0	4.0	4.0	17.0	6.0	27.0	13.0	20.0	9.0	11.0	21.0	35.0	9.0	12.0	12.0	1.0	27.0	18.0	3.0	12.0	7.0	22.0	7.0	18.0	142.0	15.0	0.0	33.0	4.0
theta_p_97	2.0	2.0	10.0	15.0	37.0	16.0	22.0	55.0	21.0	30.0	10.0	12.0	8.0	3.0	4.0	57.0	5.0	8.0	12.0	30.0	11.0	24.0	11.0	22.0	15.0	6.0	13.0	22.0	9.0	1.0	27.0	27.0	12.0	26.0	20.0	22.0	11.0	6.0	14.0	8.0	21.0	25.0	4.0	29.0	2.0	13.0	8.0	3.0	17.0	12.0	3.0	56.0	15.0	11.0	8.0	5.0	5.0	9.0	15.0	31.0	31.0	15.0	6.0	7.0	10.0	0.0	5.0	9.0	2.0	2.0	9.0	12.0	18.0	3.0	5.0	8.0	16.0	2.0	44.0	15.0	7.0	7.0	2.0	5.0	50.0	4.0	17.0	5.0	9.0	4.0	3.0	15.0	1.0	5.0	2.0	7.0	14.0	45.0	17.0	17.0
theta_p_98	13.0	6.0	10.0	181.0	0.0	8.0	33.0	12.0	16.0	7.0	8.0	88.0	1.0	5.0	8.0	13.0	9.0	10.0	11.0	13.0	11.0	6.0	5.0	11.0	24.0	19.0	8.0	2.0	17.0	8.0	14.0	8.0	14.0	24.0	4.0	123.0	22.0	7.0	18.0	4.0	53.0	36.0	24.0	10.0	16.0	14.0	6.0	8.0	58.0	3.0	8.0	10.0	131.0	10.0	19.0	127.0	13.0	30.0	106.0	15.0	7.0	25.0	21.0	125.0	3.0	22.0	11.0	28.0	19.0	23.0	11.0	13.0	74.0	9.0	27.0	26.0	48.0	15.0	13.0	4.0	33.0	6.0	12.0	76.0	27.0	19.0	27.0	8.0	9.0	14.0	8.0	2.0	24.0	6.0	39.0	6.0	84.0	18.0	8.0	12.0
theta_p_99	173.0	8.0	3.0	18.0	3.0	7.0	4.0	16.0	22.0	32.0	37.0	11.0	42.0	1.0	2.0	29.0	3.0	4.0	4.0	84.0	1.0	7.0	2.0	1.0	1.0	8.0	4.0	6.0	13.0	3.0	2.0	22.0	4.0	17.0	2.0	36.0	13.0	4.0	1.0	24.0	21.0	6.0	3.0	4.0	12.0	7.0	7.0	0.0	17.0	2.0	11.0	5.0	3.0	0.0	1.0	0.0	5.0	6.0	3.0	4.0	7.0	75.0	0.0	1.0	1.0	2.0	21.0	2.0	6.0	6.0	24.0	1.0	20.0	38.0	3.0	2.0	4.0	5.0	6.0	5.0	3.0	7.0	22.0	1.0	4.0	4.0	3.0	6.0	14.0	2.0	18.0	5.0	15.0	5.0	1.0	2.0	1.0	1.0	77.0	2.0
theta_f_0	39.0	658.0	68.0	152.0	34.0	136.0	5.0	52.0	265.0	9.0	10.0	82.0	197.0	9.0	51.0	11.0	110.0	48.0	308.0	35.0	56.0	30.0	269.0	72.0	37.0	30.0	14.0	192.0	57.0	23.0	335.0	22.0	309.0	327.0	24.0	8.0	135.0	27.0	128.0	201.0	53.0	83.0	24.0	25.0	21.0	59.0	238.0	197.0	29.0	60.0	104.0	32.0	52.0	55.0	47.0	141.0	154.0	237.0	127.0	17.0	118.0	30.0	30.0	106.0	16.0	45.0	80.0	104.0	27.0	14.0	77.0	487.0	139.0	132.0	215.0	201.0	92.0	72.0	192.0	71.0	82.0	103.0	165.0	68.0	18.0	102.0	244.0	99.0	9.0	24.0	117.0	91.0	256.0	8.0	21.0	281.0	60.0	101.0	60.0	67.0
theta_f_1	136.0	120.0	93.0	68.0	27.0	24.0	26.0	17.0	43.0	3.0	9.0	46.0	25.0	144.0	47.0	38.0	12.0	22.0	28.0	44.0	55.0	36.0	38.0	13.0	108.0	6.0	37.0	17.0	117.0	40.0	79.0	20.0	61.0	7.0	38.0	16.0	51.0	27.0	23.0	10.0	60.0	91.0	23.0	135.0	112.0	80.0	35.0	40.0	45.0	4.0	24.0	78.0	16.0	63.0	117.0	9.0	38.0	59.0	38.0	127.0	15.0	13.0	30.0	116.0	104.0	32.0	19.0	138.0	759.0	36.0	17.0	23.0	15.0	35.0	85.0	29.0	37.0	240.0	77.0	67.0	20.0	17.0	119.0	174.0	26.0	54.0	8.0	141.0	40.0	5.0	248.0	118.0	77.0	61.0	82.0	25.0	10.0	52.0	50.0	43.0
theta_f_2	194.0	9.0	34.0	36.0	41.0	73.0	49.0	33.0	16.0	2.0	9.0	13.0	31.0	40.0	6.0	12.0	15.0	49.0	27.0	62.0	45.0	42.0	9.0	39.0	28.0	5.0	62.0	9.0	25.0	6.0	17.0	17.0	7.0	4.0	55.0	25.0	25.0	28.0	13.0	59.0	9.0	4.0	4.0	5.0	47.0	8.0	27.0	3.0	40.0	34.0	74.0	80.0	43.0	97.0	93.0	35.0	2.0	117.0	11.0	151.0	10.0	11.0	32.0	32.0	13.0	30.0	11.0	7.0	7.0	63.0	1.0	14.0	52.0	16.0	18.0	171.0	94.0	8.0	9.0	68.0	50.0	36.0	106.0	53.0	33.0	8.0	21.0	101.0	7.0	14.0	31.0	22.0	14.0	30.0	20.0	13.0	47.0	63.0	76.0	231.0
theta_f_3	19.0	26.0	10.0	84.0	15.0	15.0	8.0	30.0	106.0	3.0	4.0	36.0	173.0	61.0	177.0	17.0	30.0	26.0	40.0	43.0	36.0	22.0	29.0	56.0	69.0	30.0	168.0	9.0	29.0	60.0	77.0	48.0	4.0	17.0	12.0	23.0	29.0	17.0	38.0	40.0	19.0	12.0	40.0	35.0	49.0	55.0	46.0	7.0	34.0	220.0	26.0	53.0	5.0	37.0	25.0	19.0	45.0	69.0	15.0	17.0	51.0	10.0	26.0	59.0	43.0	14.0	16.0	45.0	35.0	4.0	20.0	163.0	85.0	14.0	81.0	84.0	54.0	2.0	90.0	48.0	197.0	67.0	12.0	13.0	126.0	27.0	9.0	10.0	31.0	47.0	43.0	134.0	100.0	70.0	14.0	5.0	15.0	29.0	17.0	34.0
theta_f_4	17.0	10.0	1.0	65.0	89.0	6.0	18.0	19.0	64.0	5.0	6.0	8.0	79.0	12.0	72.0	20.0	20.0	29.0	27.0	108.0	31.0	49.0	5.0	30.0	11.0	5.0	5.0	13.0	22.0	22.0	19.0	4.0	208.0	6.0	14.0	8.0	93.0	58.0	67.0	26.0	94.0	44.0	113.0	6.0	68.0	81.0	43.0	10.0	13.0	2.0	13.0	9.0	58.0	19.0	10.0	90.0	42.0	25.0	40.0	23.0	18.0	9.0	10.0	16.0	52.0	7.0	16.0	53.0	4.0	118.0	37.0	9.0	1.0	14.0	98.0	9.0	6.0	4.0	35.0	7.0	25.0	17.0	72.0	5.0	93.0	29.0	145.0	45.0	0.0	6.0	5.0	7.0	45.0	18.0	47.0	21.0	107.0	32.0	4.0	65.0
theta_f_5	19.0	5.0	10.0	17.0	102.0	31.0	2.0	6.0	8.0	10.0	20.0	19.0	39.0	18.0	14.0	22.0	26.0	188.0	9.0	9.0	116.0	8.0	46.0	9.0	252.0	15.0	38.0	58.0	51.0	33.0	95.0	41.0	271.0	16.0	52.0	2.0	12.0	13.0	19.0	34.0	2.0	12.0	17.0	116.0	19.0	7.0	13.0	19.0	37.0	75.0	35.0	10.0	25.0	8.0	5.0	202.0	33.0	1.0	45.0	24.0	37.0	53.0	23.0	63.0	6.0	3.0	26.0	10.0	19.0	214.0	111.0	9.0	23.0	15.0	150.0	62.0	78.0	27.0	83.0	38.0	19.0	41.0	9.0	84.0	15.0	21.0	72.0	57.0	11.0	30.0	26.0	102.0	27.0	83.0	39.0	1.0	108.0	10.0	62.0	48.0
theta_f_6	22.0	42.0	26.0	81.0	7.0	312.0	9.0	29.0	4.0	4.0	1.0	52.0	85.0	6.0	14.0	27.0	24.0	11.0	6.0	24.0	43.0	48.0	43.0	254.0	2.0	5.0	9.0	72.0	40.0	11.0	33.0	37.0	15.0	39.0	7.0	4.0	39.0	5.0	1.0	10.0	58.0	9.0	58.0	14.0	27.0	313.0	38.0	29.0	113.0	21.0	13.0	1.0	1.0	16.0	40.0	32.0	21.0	4.0	22.0	5.0	2.0	14.0	16.0	64.0	6.0	36.0	31.0	68.0	3.0	51.0	22.0	10.0	23.0	6.0	13.0	33.0	12.0	16.0	16.0	30.0	9.0	7.0	7.0	49.0	96.0	8.0	22.0	25.0	5.0	11.0	161.0	65.0	10.0	81.0	30.0	93.0	16.0	13.0	19.0	18.0
theta_f_7	61.0	7.0	23.0	3.0	26.0	10.0	10.0	51.0	28.0	3.0	7.0	21.0	24.0	44.0	120.0	9.0	15.0	15.0	11.0	14.0	7.0	85.0	18.0	102.0	24.0	14.0	186.0	3.0	11.0	29.0	7.0	13.0	13.0	5.0	7.0	2.0	18.0	64.0	37.0	12.0	124.0	31.0	21.0	5.0	239.0	16.0	90.0	12.0	21.0	66.0	32.0	12.0	14.0	16.0	21.0	12.0	5.0	6.0	6.0	50.0	22.0	1.0	21.0	51.0	24.0	80.0	18.0	129.0	22.0	4.0	11.0	9.0	42.0	18.0	30.0	20.0	9.0	15.0	6.0	55.0	31.0	33.0	56.0	88.0	17.0	36.0	13.0	128.0	7.0	52.0	48.0	8.0	7.0	7.0	92.0	15.0	12.0	14.0	13.0	5.0
theta_f_8	33.0	5.0	7.0	17.0	1.0	3.0	8.0	0.0	8.0	0.0	0.0	4.0	2.0	7.0	2.0	8.0	6.0	91.0	17.0	37.0	8.0	2.0	1.0	10.0	5.0	26.0	16.0	63.0	14.0	1.0	30.0	7.0	5.0	6.0	6.0	2.0	8.0	24.0	42.0	14.0	7.0	2.0	12.0	4.0	37.0	9.0	24.0	21.0	6.0	17.0	10.0	7.0	1.0	5.0	12.0	3.0	28.0	1.0	61.0	25.0	4.0	1.0	3.0	9.0	1.0	15.0	0.0	17.0	2.0	8.0	30.0	4.0	17.0	18.0	5.0	5.0	19.0	9.0	43.0	14.0	13.0	1.0	18.0	21.0	7.0	9.0	11.0	47.0	49.0	21.0	2.0	21.0	5.0	57.0	25.0	0.0	9.0	7.0	13.0	9.0
theta_f_9	0.0	4.0	5.0	16.0	23.0	2.0	1.0	1.0	0.0	1.0	4.0	14.0	2.0	5.0	4.0	3.0	4.0	1.0	2.0	1.0	2.0	4.0	10.0	23.0	25.0	7.0	1.0	45.0	7.0	3.0	3.0	15.0	15.0	4.0	11.0	1.0	1.0	17.0	20.0	6.0	3.0	9.0	45.0	3.0	3.0	4.0	3.0	6.0	10.0	1.0	5.0	3.0	17.0	8.0	2.0	5.0	1.0	4.0	10.0	10.0	2.0	6.0	2.0	1.0	4.0	16.0	8.0	11.0	0.0	4.0	5.0	9.0	9.0	6.0	3.0	21.0	4.0	37.0	0.0	7.0	10.0	5.0	1.0	0.0	2.0	2.0	12.0	8.0	1.0	0.0	15.0	3.0	5.0	4.0	5.0	2.0	8.0	6.0	5.0	1.0
theta_f_10	2.0	10.0	9.0	7.0	32.0	1.0	34.0	9.0	86.0	14.0	2.0	13.0	19.0	16.0	3.0	2.0	80.0	17.0	1.0	2.0	117.0	36.0	7.0	3.0	6.0	14.0	3.0	4.0	15.0	21.0	20.0	5.0	33.0	13.0	12.0	3.0	4.0	71.0	23.0	74.0	45.0	7.0	25.0	10.0	21.0	3.0	25.0	7.0	34.0	13.0	20.0	3.0	23.0	17.0	8.0	31.0	10.0	14.0	19.0	2.0	23.0	24.0	19.0	30.0	5.0	96.0	6.0	32.0	8.0	19.0	8.0	5.0	51.0	14.0	39.0	27.0	5.0	30.0	10.0	75.0	46.0	28.0	57.0	33.0	110.0	60.0	63.0	43.0	2.0	9.0	6.0	20.0	12.0	15.0	15.0	3.0	8.0	9.0	51.0	98.0
theta_f_11	5.0	18.0	5.0	1.0	12.0	15.0	2.0	10.0	1.0	8.0	1.0	15.0	1.0	12.0	10.0	1.0	1.0	9.0	8.0	23.0	7.0	8.0	11.0	1.0	11.0	16.0	4.0	11.0	10.0	6.0	10.0	3.0	16.0	8.0	20.0	3.0	8.0	14.0	3.0	4.0	6.0	17.0	10.0	7.0	20.0	2.0	9.0	1.0	25.0	0.0	23.0	12.0	6.0	2.0	4.0	8.0	8.0	0.0	8.0	8.0	8.0	2.0	30.0	7.0	92.0	66.0	3.0	4.0	14.0	3.0	5.0	3.0	3.0	9.0	2.0	6.0	4.0	3.0	6.0	37.0	7.0	47.0	4.0	15.0	3.0	9.0	1.0	3.0	5.0	4.0	13.0	21.0	10.0	9.0	11.0	0.0	16.0	11.0	16.0	3.0
theta_f_12	7.0	4.0	11.0	5.0	8.0	11.0	3.0	52.0	15.0	2.0	2.0	20.0	26.0	2.0	33.0	8.0	30.0	20.0	4.0	21.0	19.0	14.0	4.0	25.0	42.0	10.0	28.0	8.0	13.0	11.0	28.0	3.0	0.0	57.0	3.0	0.0	7.0	20.0	5.0	25.0	11.0	17.0	12.0	8.0	5.0	5.0	293.0	16.0	36.0	7.0	16.0	18.0	3.0	25.0	4.0	4.0	8.0	2.0	22.0	40.0	11.0	5.0	70.0	39.0	8.0	20.0	14.0	32.0	3.0	15.0	62.0	25.0	30.0	22.0	18.0	39.0	32.0	5.0	2.0	6.0	10.0	2.0	3.0	6.0	48.0	2.0	10.0	14.0	15.0	6.0	6.0	13.0	19.0	21.0	23.0	3.0	6.0	13.0	4.0	23.0
theta_f_13	1.0	4.0	18.0	9.0	45.0	7.0	4.0	26.0	30.0	3.0	5.0	4.0	1.0	26.0	9.0	11.0	183.0	21.0	13.0	8.0	15.0	3.0	13.0	21.0	7.0	28.0	7.0	7.0	9.0	1.0	11.0	26.0	73.0	5.0	2.0	0.0	2.0	12.0	48.0	6.0	4.0	37.0	1.0	13.0	3.0	24.0	26.0	0.0	78.0	1.0	9.0	8.0	8.0	9.0	5.0	29.0	17.0	2.0	7.0	80.0	17.0	0.0	14.0	21.0	1.0	16.0	16.0	34.0	5.0	75.0	5.0	11.0	4.0	12.0	18.0	34.0	4.0	19.0	7.0	4.0	4.0	36.0	11.0	15.0	5.0	2.0	14.0	39.0	4.0	104.0	8.0	13.0	21.0	13.0	11.0	5.0	17.0	89.0	4.0	14.0
theta_f_14	1.0	0.0	9.0	7.0	3.0	9.0	2.0	16.0	7.0	2.0	1.0	15.0	3.0	5.0	3.0	3.0	5.0	14.0	0.0	2.0	1.0	41.0	6.0	1.0	1.0	7.0	8.0	3.0	4.0	2.0	1.0	28.0	19.0	0.0	6.0	4.0	1.0	1.0	1.0	27.0	1.0	1.0	1.0	12.0	22.0	2.0	16.0	5.0	7.0	3.0	0.0	5.0	7.0	9.0	0.0	6.0	7.0	0.0	20.0	13.0	32.0	1.0	30.0	4.0	3.0	12.0	1.0	3.0	0.0	2.0	14.0	2.0	25.0	3.0	1.0	7.0	0.0	1.0	22.0	5.0	3.0	5.0	2.0	3.0	3.0	0.0	5.0	5.0	3.0	7.0	10.0	1.0	6.0	7.0	6.0	2.0	2.0	12.0	5.0	10.0
theta_f_15	27.0	8.0	16.0	13.0	37.0	50.0	8.0	14.0	7.0	11.0	6.0	22.0	7.0	7.0	5.0	27.0	21.0	7.0	32.0	83.0	12.0	24.0	31.0	37.0	14.0	26.0	40.0	7.0	12.0	37.0	32.0	47.0	6.0	4.0	25.0	3.0	6.0	1.0	11.0	6.0	12.0	14.0	9.0	90.0	37.0	2.0	70.0	107.0	24.0	16.0	35.0	3.0	41.0	10.0	4.0	44.0	29.0	8.0	43.0	42.0	19.0	20.0	3.0	7.0	3.0	8.0	15.0	29.0	15.0	65.0	7.0	58.0	8.0	16.0	23.0	51.0	14.0	4.0	6.0	2.0	47.0	19.0	81.0	50.0	10.0	5.0	58.0	19.0	4.0	47.0	15.0	95.0	8.0	18.0	14.0	56.0	16.0	27.0	85.0	37.0
theta_f_16	43.0	7.0	46.0	3.0	24.0	28.0	7.0	9.0	2.0	8.0	24.0	2.0	5.0	16.0	21.0	18.0	6.0	7.0	4.0	7.0	11.0	3.0	116.0	6.0	3.0	14.0	7.0	22.0	116.0	24.0	57.0	10.0	34.0	42.0	18.0	1.0	64.0	13.0	2.0	93.0	7.0	3.0	23.0	7.0	13.0	202.0	16.0	28.0	11.0	15.0	6.0	108.0	20.0	12.0	3.0	14.0	7.0	29.0	2.0	34.0	10.0	1.0	15.0	0.0	20.0	52.0	18.0	25.0	7.0	50.0	23.0	8.0	42.0	27.0	3.0	55.0	25.0	25.0	4.0	10.0	38.0	4.0	3.0	14.0	11.0	4.0	0.0	3.0	25.0	17.0	38.0	28.0	9.0	36.0	32.0	9.0	81.0	116.0	8.0	11.0
theta_f_17	17.0	58.0	39.0	2.0	4.0	2.0	27.0	17.0	221.0	5.0	1.0	27.0	30.0	24.0	13.0	7.0	28.0	38.0	6.0	4.0	9.0	41.0	10.0	98.0	31.0	0.0	6.0	34.0	14.0	15.0	104.0	31.0	4.0	7.0	8.0	11.0	7.0	10.0	25.0	17.0	133.0	10.0	19.0	17.0	38.0	3.0	57.0	6.0	26.0	7.0	49.0	9.0	557.0	43.0	10.0	16.0	5.0	15.0	1.0	21.0	18.0	13.0	50.0	40.0	8.0	20.0	3.0	47.0	4.0	32.0	11.0	9.0	22.0	51.0	6.0	44.0	3.0	5.0	6.0	7.0	9.0	24.0	17.0	3.0	47.0	12.0	54.0	24.0	8.0	8.0	1.0	82.0	41.0	23.0	10.0	1.0	34.0	55.0	63.0	96.0
theta_f_18	2.0	3.0	6.0	11.0	10.0	2.0	5.0	33.0	3.0	1.0	1.0	7.0	4.0	49.0	10.0	11.0	5.0	123.0	8.0	2.0	4.0	9.0	21.0	19.0	7.0	1.0	55.0	8.0	25.0	5.0	4.0	3.0	12.0	1.0	35.0	4.0	30.0	13.0	5.0	7.0	2.0	1.0	3.0	11.0	8.0	4.0	16.0	9.0	7.0	40.0	28.0	1.0	5.0	27.0	47.0	6.0	1.0	11.0	14.0	10.0	16.0	6.0	10.0	6.0	12.0	6.0	0.0	17.0	3.0	7.0	12.0	7.0	6.0	13.0	19.0	8.0	14.0	12.0	4.0	6.0	10.0	0.0	32.0	1.0	1.0	3.0	4.0	24.0	0.0	6.0	6.0	8.0	3.0	7.0	4.0	2.0	11.0	1.0	12.0	1.0
theta_f_19	1.0	10.0	11.0	14.0	1.0	6.0	1.0	16.0	2.0	7.0	10.0	46.0	3.0	3.0	26.0	5.0	38.0	16.0	6.0	1.0	9.0	23.0	23.0	0.0	6.0	2.0	6.0	2.0	21.0	2.0	15.0	4.0	14.0	51.0	0.0	1.0	7.0	2.0	22.0	3.0	25.0	2.0	5.0	48.0	9.0	12.0	20.0	14.0	10.0	2.0	1.0	1.0	4.0	4.0	3.0	3.0	25.0	5.0	0.0	5.0	2.0	0.0	101.0	9.0	2.0	5.0	7.0	20.0	2.0	7.0	5.0	4.0	2.0	27.0	7.0	4.0	11.0	10.0	5.0	6.0	32.0	2.0	6.0	7.0	14.0	4.0	3.0	0.0	4.0	2.0	1.0	5.0	51.0	47.0	37.0	9.0	0.0	38.0	18.0	3.0
theta_f_20	0.0	4.0	18.0	1.0	2.0	7.0	2.0	0.0	11.0	3.0	4.0	6.0	48.0	5.0	15.0	6.0	10.0	10.0	1.0	11.0	9.0	1.0	6.0	16.0	19.0	3.0	13.0	6.0	5.0	2.0	8.0	0.0	6.0	43.0	61.0	0.0	1.0	6.0	18.0	5.0	0.0	3.0	5.0	19.0	3.0	98.0	20.0	4.0	9.0	11.0	11.0	0.0	18.0	17.0	2.0	13.0	6.0	8.0	1.0	19.0	70.0	0.0	5.0	5.0	9.0	7.0	1.0	29.0	0.0	9.0	19.0	1.0	21.0	2.0	2.0	11.0	2.0	7.0	0.0	5.0	13.0	16.0	3.0	9.0	4.0	1.0	35.0	5.0	16.0	1.0	3.0	0.0	1.0	23.0	8.0	3.0	25.0	11.0	3.0	1.0
theta_f_21	5.0	1.0	5.0	3.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	3.0	2.0	3.0	6.0	2.0	5.0	2.0	0.0	2.0	2.0	2.0	1.0	8.0	1.0	2.0	0.0	4.0	0.0	2.0	2.0	10.0	0.0	2.0	0.0	2.0	0.0	2.0	9.0	0.0	1.0	5.0	0.0	9.0	1.0	0.0	3.0	3.0	0.0	5.0	2.0	3.0	30.0	0.0	3.0	10.0	1.0	1.0	0.0	5.0	0.0	3.0	10.0	1.0	7.0	0.0	8.0	2.0	0.0	4.0	7.0	1.0	2.0	6.0	4.0	1.0	7.0	0.0	5.0	6.0	2.0	0.0	2.0	6.0	1.0	2.0	27.0	9.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
theta_f_22	14.0	0.0	1.0	7.0	2.0	5.0	3.0	2.0	6.0	1.0	0.0	11.0	15.0	9.0	1.0	8.0	4.0	6.0	5.0	11.0	2.0	11.0	4.0	4.0	18.0	0.0	8.0	50.0	7.0	4.0	4.0	10.0	1.0	4.0	9.0	1.0	7.0	4.0	8.0	7.0	15.0	3.0	39.0	4.0	7.0	12.0	3.0	8.0	7.0	6.0	11.0	0.0	3.0	0.0	2.0	4.0	2.0	16.0	3.0	1.0	3.0	3.0	6.0	2.0	2.0	9.0	3.0	21.0	8.0	4.0	1.0	6.0	36.0	1.0	0.0	8.0	1.0	2.0	21.0	12.0	20.0	17.0	7.0	3.0	2.0	8.0	5.0	7.0	1.0	38.0	37.0	12.0	2.0	4.0	2.0	2.0	17.0	2.0	14.0	3.0
theta_f_23	44.0	0.0	14.0	5.0	5.0	1.0	3.0	1.0	5.0	4.0	2.0	12.0	22.0	6.0	7.0	3.0	2.0	7.0	6.0	3.0	16.0	12.0	15.0	18.0	1.0	11.0	26.0	4.0	34.0	10.0	9.0	16.0	22.0	14.0	7.0	3.0	6.0	13.0	5.0	13.0	1.0	3.0	4.0	9.0	4.0	4.0	13.0	2.0	29.0	4.0	10.0	16.0	12.0	3.0	21.0	2.0	1.0	9.0	58.0	25.0	15.0	7.0	20.0	1.0	0.0	21.0	6.0	3.0	10.0	35.0	5.0	2.0	13.0	2.0	12.0	6.0	6.0	2.0	8.0	23.0	5.0	8.0	11.0	19.0	13.0	14.0	34.0	3.0	9.0	2.0	7.0	8.0	13.0	10.0	4.0	2.0	7.0	11.0	16.0	4.0
theta_f_24	3.0	0.0	0.0	3.0	3.0	1.0	0.0	5.0	10.0	8.0	0.0	41.0	29.0	6.0	9.0	3.0	1.0	4.0	0.0	7.0	12.0	7.0	5.0	2.0	10.0	2.0	4.0	2.0	8.0	2.0	2.0	23.0	32.0	8.0	12.0	0.0	19.0	7.0	4.0	34.0	5.0	4.0	1.0	22.0	12.0	7.0	5.0	1.0	19.0	11.0	26.0	1.0	1.0	5.0	3.0	6.0	4.0	18.0	7.0	14.0	0.0	3.0	23.0	31.0	11.0	28.0	8.0	24.0	1.0	17.0	2.0	2.0	2.0	17.0	3.0	15.0	2.0	20.0	3.0	11.0	2.0	3.0	74.0	1.0	5.0	0.0	11.0	15.0	13.0	0.0	2.0	1.0	9.0	9.0	12.0	6.0	2.0	14.0	2.0	7.0
theta_f_25	11.0	3.0	5.0	15.0	13.0	6.0	4.0	14.0	1.0	3.0	7.0	15.0	5.0	2.0	6.0	1.0	30.0	7.0	1.0	34.0	20.0	1.0	39.0	14.0	17.0	15.0	21.0	9.0	6.0	3.0	5.0	16.0	6.0	6.0	22.0	7.0	77.0	13.0	73.0	11.0	11.0	4.0	5.0	21.0	14.0	2.0	25.0	9.0	12.0	7.0	12.0	12.0	21.0	33.0	13.0	2.0	4.0	31.0	35.0	6.0	10.0	2.0	24.0	10.0	1.0	3.0	16.0	95.0	3.0	7.0	3.0	37.0	6.0	6.0	50.0	0.0	20.0	3.0	11.0	7.0	4.0	27.0	28.0	23.0	55.0	2.0	35.0	15.0	6.0	5.0	13.0	29.0	5.0	16.0	0.0	25.0	10.0	108.0	112.0	35.0
theta_f_26	3.0	4.0	16.0	7.0	5.0	227.0	0.0	7.0	10.0	3.0	2.0	21.0	13.0	2.0	5.0	9.0	4.0	18.0	81.0	11.0	1.0	23.0	4.0	5.0	8.0	0.0	3.0	1.0	60.0	3.0	0.0	21.0	28.0	0.0	2.0	0.0	26.0	1.0	14.0	41.0	5.0	10.0	34.0	9.0	11.0	9.0	22.0	3.0	1.0	11.0	15.0	0.0	6.0	3.0	5.0	21.0	8.0	4.0	7.0	9.0	5.0	2.0	1.0	22.0	2.0	11.0	13.0	29.0	1.0	6.0	5.0	13.0	3.0	5.0	2.0	12.0	11.0	0.0	2.0	5.0	17.0	2.0	21.0	1.0	22.0	6.0	39.0	3.0	6.0	8.0	1.0	1.0	1.0	6.0	7.0	14.0	0.0	21.0	17.0	11.0
